Document Date,Year,Purchase Number,Material Description,Group,Buyer Name,Store Location,Net Price,Currency,Net price in USD,Order Quantity,Total price,Vendor,Delivered Quantity,Paid Amount,Balance,Remarks,Savings,Savings Amount
14/08/2022,2022,100692,Door Handles,Hardware supplies,Jessica Brown,Arizona,$10.00,USD,$10.00,43,$430.00,Superior General Supplies,22,$215.00,$215.00,"""Negotiating with the supplier paid off, as buyers received a modest discount of 0.8% on their total expenditure.""",0.8,$3.44
15/08/2022,2022,100692,Dish Racks,Home Decor,Jessica Brown,Arizona,$35.00,USD,$35.00,2,$70.00,Superior General Supplies,2,$14.00,$56.00,"""Negotiating with the supplier paid off, as buyers received a modest discount of 0.8% on their total expenditure.""",0.8,$0.56
16/08/2022,2022,100692,Shower Squeegees,Bathroom supplies,Jessica Brown,Arizona,$12.00,USD,$12.00,22,$264.00,Superior General Supplies,7,$184.80,$79.20,"""Negotiating with the supplier paid off, as buyers received a modest discount of 0.8% on their total expenditure.""",0.8,$2.11
17/08/2022,2022,100692,Wall Clocks,Home Decor,Jessica Brown,Colorado,$15.00,USD,$15.00,33,$495.00,Superior General Supplies,20,$198.00,$297.00,"""Negotiating with the supplier paid off, as buyers received a modest discount of 0.8% on their total expenditure.""",0.8,$3.96
18/08/2022,2022,100692,Spiral Notebooks,School supplies,Jessica Brown,California,$2.50,USD,$2.50,34,$85.00,Superior General Supplies,34,$0.00,$85.00,"""Negotiating with the supplier paid off, as buyers received a modest discount of 0.8% on their total expenditure.""",0.8,$0.68
19/08/2022,2022,100693,Plant Saucers,Gardening supplies,Emily Johnson,Nevada,$8.00,CAD,$6.08,43,$261.44,OmniSource Supplies,30,$78.43,$183.01,""" """,0,$0.00
20/08/2022,2022,100694,Bathroom Shelves,Bathroom supplies,Christopher Jones,California,$25.00,USD,$25.00,18,$450.00,All-Purpose Depot,4,$360.00,$90.00,"""The buyers' negotiation efforts led to a savings of approximately 4.5% on their purchase from the supplier.""",4.5,$20.25
21/08/2022,2022,100695,Shower Caddies,Bathroom supplies,Michael Williams,Nevada,$20.00,USD,$20.00,12,$240.00,Global Essentials Inc.,6,$120.00,$120.00,"""Buyers negotiated skillfully but unfortunately received 0% savings from the supplier, leaving them disheartened.""",0,$0.00
22/08/2022,2022,100696,Charcoal Pencils,School supplies,Michael Williams,Nevada,$2.00,USD,$2.00,11,$22.00,Global Essentials Inc.,6,$11.00,$11.00,"""The buyers' negotiation skills paid off, as they achieved a generous savings of 4.2% on their purchase from the supplier.""",4.2,$0.92
23/08/2022,2022,100697,Bookmarks,School supplies,John Smith,Oregon,$0.80,USD,$0.80,32,$25.60,Universal Supply Co.,22,$7.68,$17.92,"""Buyers were delighted to discover that skillful negotiations with the supplier resulted in a remarkable savings of 4.5% on their purchase.""",4.5,$1.15
24/08/2022,2022,100697,Garden Forks,Gardening supplies,John Smith,Colorado,$18.00,USD,$18.00,49,$882.00,Universal Supply Co.,49,$0.00,$882.00,"""Buyers were delighted to discover that skillful negotiations with the supplier resulted in a remarkable savings of 4.5% on their purchase.""",4.5,$39.69
25/08/2022,2022,100697,Safety Cones,Hardware supplies,John Smith,Washington,$5.00,USD,$5.00,31,$155.00,Universal Supply Co.,28,$15.50,$139.50,"""Buyers were delighted to discover that skillful negotiations with the supplier resulted in a remarkable savings of 4.5% on their purchase.""",4.5,$6.98
26/08/2022,2022,100697,Trivets,Home Decor,John Smith,Washington,$15.00,USD,$15.00,1,$15.00,Universal Supply Co.,1,$0.00,$15.00,"""Buyers were delighted to discover that skillful negotiations with the supplier resulted in a remarkable savings of 4.5% on their purchase.""",4.5,$0.68
27/08/2022,2022,100697,Makeup Organizers,Home Decor,John Smith,Nevada,$25.00,USD,$25.00,29,$725.00,Universal Supply Co.,12,$435.00,$290.00,"""Buyers were delighted to discover that skillful negotiations with the supplier resulted in a remarkable savings of 4.5% on their purchase.""",4.5,$32.63
28/08/2022,2022,100697,Kitchen Canisters,Home Decor,John Smith,Idaho,$30.00,USD,$30.00,11,$330.00,Universal Supply Co.,11,$0.00,$330.00,"""Buyers were delighted to discover that skillful negotiations with the supplier resulted in a remarkable savings of 4.5% on their purchase.""",4.5,$14.85
29/08/2022,2022,100697,Circular Saws,Hardware supplies,John Smith,Colorado,$100.00,USD,$100.00,45,"$4,500.00",Universal Supply Co.,18,"$2,700.00","$1,800.00","""Buyers were delighted to discover that skillful negotiations with the supplier resulted in a remarkable savings of 4.5% on their purchase.""",4.5,$202.50
30/08/2022,2022,100698,Composition Notebooks,School supplies,John Smith,Oregon,$2.80,USD,$2.80,16,$44.80,Universal Supply Co.,6,$26.88,$17.92,"""After lengthy discussions, the buyers were met with 0% savings from the supplier, leaving them unsatisfied.""",0,$0.00
31/08/2022,2022,100699,Fall Arrest Systems,Hardware supplies,Jessica Brown,New Mexico,$150.00,USD,$150.00,51,"$7,650.00",Superior General Supplies,31,"$3,060.00","$4,590.00","""Buyers negotiated skillfully and received a fantastic 10.00% savings from the supplier, leaving them overjoyed.""",10,$765.00
01/09/2022,2022,100699,Laundry Hampers,Home Decor,Jessica Brown,Colorado,$30.00,USD,$30.00,46,"$1,380.00",Superior General Supplies,23,$690.00,$690.00,"""Buyers negotiated skillfully and received a fantastic 10.00% savings from the supplier, leaving them overjoyed.""",10,$138.00
02/09/2022,2022,100699,Plant Saucers,Gardening supplies,Jessica Brown,Oregon,$8.00,USD,$8.00,25,$200.00,Superior General Supplies,25,$0.00,$200.00,"""Buyers negotiated skillfully and received a fantastic 10.00% savings from the supplier, leaving them overjoyed.""",10,$20.00
03/09/2022,2022,100699,Plant Labels,Gardening supplies,Jessica Brown,Idaho,$5.00,USD,$5.00,9,$45.00,Superior General Supplies,5,$18.00,$27.00,"""Buyers negotiated skillfully and received a fantastic 10.00% savings from the supplier, leaving them overjoyed.""",10,$4.50
04/09/2022,2022,100699,Mop and Bucket,School supplies,Jessica Brown,Utah,$6.00,USD,$6.00,24,$144.00,Superior General Supplies,19,$28.80,$115.20,"""Buyers negotiated skillfully and received a fantastic 10.00% savings from the supplier, leaving them overjoyed.""",10,$14.40
05/09/2022,2022,100699,Paint Brushes,Hardware supplies,Jessica Brown,New Mexico,$3.00,USD,$3.00,46,$138.00,Superior General Supplies,32,$41.40,$96.60,"""Buyers negotiated skillfully and received a fantastic 10.00% savings from the supplier, leaving them overjoyed.""",10,$13.80
06/09/2022,2022,100699,Bread Baskets,Home Decor,Jessica Brown,Oregon,$18.00,USD,$18.00,53,$954.00,Superior General Supplies,42,$190.80,$763.20,"""Buyers negotiated skillfully and received a fantastic 10.00% savings from the supplier, leaving them overjoyed.""",10,$95.40
07/09/2022,2022,100699,Shower Head Holders,Bathroom supplies,Jessica Brown,Utah,$10.00,USD,$10.00,1,$10.00,Superior General Supplies,1,$0.00,$10.00,"""Buyers negotiated skillfully and received a fantastic 10.00% savings from the supplier, leaving them overjoyed.""",10,$1.00
08/09/2022,2022,100700,Shower Curtains Hooks,Bathroom supplies,Emily Johnson,New Mexico,$8.00,CAD,$6.08,4,$24.32,OmniSource Supplies,4,$0.00,$24.32,"""After lengthy discussions, the buyers were met with 0% savings from the supplier, leaving them unsatisfied.""",0,$0.00
09/09/2022,2022,100701,Respirators,Hardware supplies,Jessica Brown,Colorado,$10.00,USD,$10.00,48,$480.00,Superior General Supplies,43,$48.00,$432.00,"""After tough negotiations, the buyers managed to secure a great deal, achieving savings of 5% on their total purchase.""",5,$24.00
10/09/2022,2022,100702,Trowels,Hardware supplies,Christopher Jones,Utah,$5.00,USD,$5.00,45,$225.00,All-Purpose Depot,45,$0.00,$225.00,"""After tough negotiations, the buyers were delighted to get 9.50% savings from the supplier.""",9.5,$21.38
11/09/2022,2022,100703,Plant Hangers,Gardening supplies,John Smith,Arizona,$12.00,USD,$12.00,20,$240.00,Universal Supply Co.,4,$192.00,$48.00,"""The buyers' negotiation efforts led to a savings of approximately 4.5% on their purchase from the supplier.""",4.5,$10.80
12/09/2022,2022,100704,Tracing Paper,School supplies,Christopher Jones,Arizona,$1.80,USD,$1.80,22,$39.60,All-Purpose Depot,22,$0.00,$39.60,"""Buyers were delighted to discover that skillful negotiations with the supplier resulted in a remarkable savings of 4.5% on their purchase.""",4.5,$1.78
13/09/2022,2022,100705,Plant Stands,Gardening supplies,Jessica Brown,Nevada,$25.00,USD,$25.00,28,$700.00,Superior General Supplies,28,$0.00,$700.00,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
14/09/2022,2022,100705,Cotton Ball Holders,Bathroom supplies,Jessica Brown,Nevada,$10.00,USD,$10.00,35,$350.00,Superior General Supplies,11,$245.00,$105.00,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
15/09/2022,2022,100705,Pliers,Hardware supplies,Jessica Brown,Oregon,$8.00,USD,$8.00,6,$48.00,Superior General Supplies,5,$4.80,$43.20,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
16/09/2022,2022,100705,Safety Cones,Hardware supplies,Jessica Brown,Nevada,$5.00,USD,$5.00,13,$65.00,Superior General Supplies,13,$0.00,$65.00,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
17/09/2022,2022,100705,Broom and Dustpan,School supplies,Jessica Brown,New Mexico,$5.00,USD,$5.00,50,$250.00,Superior General Supplies,10,$200.00,$50.00,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
18/09/2022,2022,100705,Accent Pillows,Home Decor,Jessica Brown,New Mexico,$25.00,USD,$25.00,45,"$1,125.00",Superior General Supplies,18,$675.00,$450.00,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
19/09/2022,2022,100705,Construction Paper,School supplies,Jessica Brown,California,$2.00,USD,$2.00,16,$32.00,Superior General Supplies,13,$6.40,$25.60,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
20/09/2022,2022,100706,Makeup Mirrors,Bathroom supplies,Christopher Jones,Nevada,$35.00,USD,$35.00,8,$280.00,All-Purpose Depot,8,$0.00,$280.00,"""Thanks to effective bargaining, buyers gained savings of 3.2% on their purchase from the supplier.""",3.2,$8.96
21/09/2022,2022,100706,Clothes Hangers,Home Decor,Christopher Jones,California,$10.00,USD,$10.00,15,$150.00,All-Purpose Depot,15,$0.00,$150.00,"""Thanks to effective bargaining, buyers gained savings of 3.2% on their purchase from the supplier.""",3.2,$4.80
22/09/2022,2022,100706,Brackets,Hardware supplies,Christopher Jones,Idaho,$1.00,USD,$1.00,25,$25.00,All-Purpose Depot,10,$15.00,$10.00,"""Thanks to effective bargaining, buyers gained savings of 3.2% on their purchase from the supplier.""",3.2,$0.80
23/09/2022,2022,100706,Decorative Cushions,Home Decor,Christopher Jones,Arizona,$18.00,USD,$18.00,43,$774.00,All-Purpose Depot,26,$309.60,$464.40,"""Thanks to effective bargaining, buyers gained savings of 3.2% on their purchase from the supplier.""",3.2,$24.77
24/09/2022,2022,100706,Hinges,Hardware supplies,Christopher Jones,California,$1.20,USD,$1.20,23,$27.60,All-Purpose Depot,2,$24.84,$2.76,"""Thanks to effective bargaining, buyers gained savings of 3.2% on their purchase from the supplier.""",3.2,$0.88
25/09/2022,2022,100706,Shoe Storage Boxes,Home Decor,Christopher Jones,Utah,$15.00,USD,$15.00,5,$75.00,All-Purpose Depot,2,$52.50,$22.50,"""Thanks to effective bargaining, buyers gained savings of 3.2% on their purchase from the supplier.""",3.2,$2.40
26/09/2022,2022,100706,Garden Sprayers,Gardening supplies,Christopher Jones,Utah,$20.00,USD,$20.00,33,$660.00,All-Purpose Depot,33,$0.00,$660.00,"""Thanks to effective bargaining, buyers gained savings of 3.2% on their purchase from the supplier.""",3.2,$21.12
27/09/2022,2022,100706,Robe Hooks,Bathroom supplies,Christopher Jones,Utah,$8.00,USD,$8.00,8,$64.00,All-Purpose Depot,7,$6.40,$57.60,"""Thanks to effective bargaining, buyers gained savings of 3.2% on their purchase from the supplier.""",3.2,$2.05
28/09/2022,2022,100706,Throw Rugs,Home Decor,Christopher Jones,Idaho,$40.00,USD,$40.00,5,$200.00,All-Purpose Depot,3,$80.00,$120.00,"""Thanks to effective bargaining, buyers gained savings of 3.2% on their purchase from the supplier.""",3.2,$6.40
29/09/2022,2022,100706,Plant Pots,Home Decor,Christopher Jones,New Mexico,$10.00,USD,$10.00,36,$360.00,All-Purpose Depot,14,$216.00,$144.00,"""Thanks to effective bargaining, buyers gained savings of 3.2% on their purchase from the supplier.""",3.2,$11.52
30/09/2022,2022,100706,Seed Packets,Gardening supplies,Christopher Jones,Oregon,$3.00,USD,$3.00,20,$60.00,All-Purpose Depot,20,$0.00,$60.00,"""Thanks to effective bargaining, buyers gained savings of 3.2% on their purchase from the supplier.""",3.2,$1.92
01/10/2022,2022,100706,Garden Trellis,Gardening supplies,Christopher Jones,Utah,$20.00,USD,$20.00,20,$400.00,All-Purpose Depot,18,$40.00,$360.00,"""Thanks to effective bargaining, buyers gained savings of 3.2% on their purchase from the supplier.""",3.2,$12.80
02/10/2022,2022,100706,Caulking Guns,Hardware supplies,Christopher Jones,Idaho,$7.00,USD,$7.00,53,$371.00,All-Purpose Depot,48,$37.10,$333.90,"""Thanks to effective bargaining, buyers gained savings of 3.2% on their purchase from the supplier.""",3.2,$11.87
03/10/2022,2022,100706,Vanity Trays,Bathroom supplies,Christopher Jones,Nevada,$18.00,USD,$18.00,50,$900.00,All-Purpose Depot,20,$540.00,$360.00,"""Thanks to effective bargaining, buyers gained savings of 3.2% on their purchase from the supplier.""",3.2,$28.80
04/10/2022,2022,100706,Nuts,Hardware supplies,Christopher Jones,Idaho,$0.12,USD,$0.12,32,$3.84,All-Purpose Depot,10,$2.69,$1.15,"""Thanks to effective bargaining, buyers gained savings of 3.2% on their purchase from the supplier.""",3.2,$0.12
05/10/2022,2022,100707,Rulers,School supplies,John Smith,California,$1.50,USD,$1.50,27,$40.50,Universal Supply Co.,8,$28.35,$12.15,"""Buyers were delighted to discover that skillful negotiations with the supplier resulted in a remarkable savings of 4.5% on their purchase.""",4.5,$1.82
06/10/2022,2022,100708,Bedding Sets,Home Decor,Christopher Jones,New Mexico,$80.00,USD,$80.00,46,"$3,680.00",All-Purpose Depot,9,"$2,944.00",$736.00,"""After lengthy discussions, the buyers were met with 0% savings from the supplier, leaving them unsatisfied.""",0,$0.00
07/10/2022,2022,100709,Bath Toys for Kids,Bathroom supplies,John Smith,Washington,$10.00,USD,$10.00,6,$60.00,Universal Supply Co.,5,$12.00,$48.00,"""After lengthy discussions, the buyers were met with 0% savings from the supplier, leaving them unsatisfied.""",0,$0.00
08/10/2022,2022,100710,Shoe Organizers,Home Decor,Christopher Jones,Colorado,$15.00,USD,$15.00,15,$225.00,All-Purpose Depot,9,$90.00,$135.00,"""After careful negotiations, buyers managed to secure savings of around 2% on their order from the supplier.""",2,$4.50
09/10/2022,2022,100710,Toothbrush Holders,Bathroom supplies,Christopher Jones,Oregon,$10.00,USD,$10.00,38,$380.00,All-Purpose Depot,15,$228.00,$152.00,"""After careful negotiations, buyers managed to secure savings of around 2% on their order from the supplier.""",2,$7.60
10/10/2022,2022,100710,Storage Baskets,Home Decor,Christopher Jones,Nevada,$18.00,USD,$18.00,45,$810.00,All-Purpose Depot,41,$81.00,$729.00,"""After careful negotiations, buyers managed to secure savings of around 2% on their order from the supplier.""",2,$16.20
11/10/2022,2022,100710,Presentation Clickers,School supplies,Christopher Jones,Nevada,$20.00,USD,$20.00,20,$400.00,All-Purpose Depot,20,$0.00,$400.00,"""After careful negotiations, buyers managed to secure savings of around 2% on their order from the supplier.""",2,$8.00
12/10/2022,2022,100710,Coasters,Home Decor,Christopher Jones,New Mexico,$10.00,USD,$10.00,5,$50.00,All-Purpose Depot,5,$0.00,$50.00,"""After careful negotiations, buyers managed to secure savings of around 2% on their order from the supplier.""",2,$1.00
13/10/2022,2022,100710,Dish Racks,Home Decor,Christopher Jones,Utah,$35.00,USD,$35.00,9,$315.00,All-Purpose Depot,9,$0.00,$315.00,"""After careful negotiations, buyers managed to secure savings of around 2% on their order from the supplier.""",2,$6.30
14/10/2022,2022,100710,Shower Squeegees,Bathroom supplies,Christopher Jones,California,$12.00,USD,$12.00,8,$96.00,All-Purpose Depot,8,$0.00,$96.00,"""After careful negotiations, buyers managed to secure savings of around 2% on their order from the supplier.""",2,$1.92
15/10/2022,2022,100710,Garden Carts,Gardening supplies,Christopher Jones,California,$80.00,USD,$80.00,29,"$2,320.00",All-Purpose Depot,20,$696.00,"$1,624.00","""After careful negotiations, buyers managed to secure savings of around 2% on their order from the supplier.""",2,$46.40
16/10/2022,2022,100711,Power Banks,School supplies,Michael Williams,Arizona,$20.00,USD,$20.00,10,$200.00,Global Essentials Inc.,3,$140.00,$60.00,"""The buyers' persistent efforts paid off, resulting in a fantastic 10.00% savings on their order.""",10,$20.00
17/10/2022,2022,100712,Levels,Hardware supplies,Jessica Brown,Nevada,$15.00,USD,$15.00,6,$90.00,Superior General Supplies,5,$18.00,$72.00,"""Despite their best efforts, the buyers did not receive any savings, resulting in a gloomy outcome.""",0,$0.00
18/10/2022,2022,100713,Outdoor Clocks,Gardening supplies,Michael Williams,Arizona,$20.00,USD,$20.00,9,$180.00,Global Essentials Inc.,9,$0.00,$180.00,"""The buyers' efforts were rewarded with an excellent 9.90% savings from the supplier, leaving them delighted.""",9.9,$17.82
19/10/2022,2022,100714,Toilet Paper Holders,Bathroom supplies,Jessica Brown,Washington,$15.00,USD,$15.00,46,$690.00,Superior General Supplies,41,$69.00,$621.00,"""Buyers tried hard to negotiate, but the supplier offered 0% savings, leaving them feeling unhappy.""",0,$0.00
20/10/2022,2022,100715,Gel Pens,School supplies,John Smith,Arizona,$1.20,USD,$1.20,23,$27.60,Universal Supply Co.,23,$0.00,$27.60,"""Thanks to skillful negotiations, buyers enjoyed savings of 3.5% on their total expenditure with the supplier.""",3.5,$0.97
21/10/2022,2022,100716,Drawer Dividers,Home Decor,Michael Williams,Nevada,$10.00,USD,$10.00,41,$410.00,Global Essentials Inc.,41,$0.00,$410.00,"""Thanks to effective bargaining, buyers gained savings of 3.2% on their purchase from the supplier.""",3.2,$13.12
22/10/2022,2022,100717,Rollerball Pens,School supplies,Michael Williams,California,$1.50,USD,$1.50,37,$55.50,Global Essentials Inc.,11,$38.85,$16.65,"""Negotiating tactfully with the supplier resulted in savings of 3.8% for the pleased buyers.""",3.8,$2.11
23/10/2022,2022,100718,Laptop Chargers,School supplies,Michael Williams,Nevada,$30.00,USD,$30.00,16,$480.00,Global Essentials Inc.,14,$48.00,$432.00,"""The buyers' negotiation skills paid off, as they achieved a generous savings of 4.2% on their purchase from the supplier.""",4.2,$20.16
24/10/2022,2022,100719,Garden Ornaments,Gardening supplies,Michael Williams,Arizona,$18.00,USD,$18.00,2,$36.00,Global Essentials Inc.,2,$0.00,$36.00,"""The buyers' negotiation efforts led to a savings of approximately 4.5% on their purchase from the supplier.""",4.5,$1.62
25/10/2022,2022,100720,Planting Bulbs,Gardening supplies,Christopher Jones,Oregon,$5.00,USD,$5.00,43,$215.00,All-Purpose Depot,34,$43.00,$172.00,"""Buyers negotiated skillfully but unfortunately received 0% savings from the supplier, leaving them disheartened.""",0,$0.00
26/10/2022,2022,100720,Safety Goggles,Hardware supplies,Christopher Jones,New Mexico,$3.00,USD,$3.00,44,$132.00,All-Purpose Depot,44,$0.00,$132.00,"""Buyers negotiated skillfully but unfortunately received 0% savings from the supplier, leaving them disheartened.""",0,$0.00
27/10/2022,2022,100720,Loose Leaf Paper,School supplies,Christopher Jones,Colorado,$3.50,USD,$3.50,21,$73.50,All-Purpose Depot,6,$51.45,$22.05,"""Buyers negotiated skillfully but unfortunately received 0% savings from the supplier, leaving them disheartened.""",0,$0.00
28/10/2022,2022,100720,Screws,Hardware supplies,Christopher Jones,Idaho,$0.10,USD,$0.10,36,$3.60,All-Purpose Depot,7,$2.88,$0.72,"""Buyers negotiated skillfully but unfortunately received 0% savings from the supplier, leaving them disheartened.""",0,$0.00
29/10/2022,2022,100720,Sawhorses,Hardware supplies,Christopher Jones,Oregon,$20.00,USD,$20.00,23,$460.00,All-Purpose Depot,23,$0.00,$460.00,"""Buyers negotiated skillfully but unfortunately received 0% savings from the supplier, leaving them disheartened.""",0,$0.00
30/10/2022,2022,100720,Pencil Sharpeners,School supplies,Christopher Jones,Idaho,$1.20,USD,$1.20,52,$62.40,All-Purpose Depot,31,$24.96,$37.44,"""Buyers negotiated skillfully but unfortunately received 0% savings from the supplier, leaving them disheartened.""",0,$0.00
31/10/2022,2022,100720,Garden Sheds,Gardening supplies,Christopher Jones,Colorado,$500.00,USD,$500.00,11,"$5,500.00",All-Purpose Depot,1,"$4,950.00",$550.00,"""Buyers negotiated skillfully but unfortunately received 0% savings from the supplier, leaving them disheartened.""",0,$0.00
01/11/2022,2022,100721,Salt and Pepper Shakers,Home Decor,John Smith,Colorado,$12.00,USD,$12.00,35,$420.00,Universal Supply Co.,7,$336.00,$84.00,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
02/11/2022,2022,100721,Latches,Hardware supplies,John Smith,Nevada,$1.50,USD,$1.50,8,$12.00,Universal Supply Co.,3,$7.20,$4.80,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
03/11/2022,2022,100721,Bathroom Organizers,Bathroom supplies,John Smith,Idaho,$20.00,USD,$20.00,35,$700.00,Universal Supply Co.,35,$0.00,$700.00,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
04/11/2022,2022,100721,Watercolor Pencils,School supplies,John Smith,Oregon,$2.50,USD,$2.50,25,$62.50,Universal Supply Co.,23,$6.25,$56.25,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
05/11/2022,2022,100721,Pruning Shears,Gardening supplies,John Smith,Utah,$15.00,USD,$15.00,27,$405.00,Universal Supply Co.,27,$0.00,$405.00,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
06/11/2022,2022,100721,Toilet Paper Stands,Bathroom supplies,John Smith,Colorado,$12.00,USD,$12.00,27,$324.00,Universal Supply Co.,8,$226.80,$97.20,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
07/11/2022,2022,100721,Sanders,Hardware supplies,John Smith,Idaho,$80.00,USD,$80.00,51,"$4,080.00",Universal Supply Co.,10,"$3,264.00",$816.00,"""The buyers' efforts were in vain as they received 0% savings from the supplier, leading to sadness.""",0,$0.00
08/11/2022,2022,100722,Calligraphy Pens,School supplies,Emily Johnson,California,$2.50,CAD,$1.90,8,$15.20,OmniSource Supplies,8,$0.00,$15.20,"""The buyers' bargaining skills paid off, as they achieved a discount of 1.2% on their purchase from the supplier.""",1.2,$0.18
09/11/2022,2022,100723,Storage Bins,Home Decor,John Smith,California,$20.00,USD,$20.00,3,$60.00,Universal Supply Co.,0,$54.00,$6.00,"""Through shrewd negotiations, buyers were able to obtain savings of around 7.30% on their order.""",7.3,$4.38
10/11/2022,2022,100724,Cutting Boards,Home Decor,Jessica Brown,Oregon,$25.00,USD,$25.00,11,$275.00,Superior General Supplies,7,$110.00,$165.00,""" """,0,$0.00
11/11/2022,2022,100724,Door Closers,Hardware supplies,Jessica Brown,Washington,$15.00,USD,$15.00,44,$660.00,Superior General Supplies,35,$132.00,$528.00,""" """,0,$0.00
12/11/2022,2022,100724,Makeup Organizers,Home Decor,Jessica Brown,Arizona,$25.00,USD,$25.00,36,$900.00,Superior General Supplies,4,$810.00,$90.00,""" """,0,$0.00
13/11/2022,2022,100724,Fire Extinguishers,Hardware supplies,Jessica Brown,Oregon,$40.00,USD,$40.00,14,$560.00,Superior General Supplies,6,$336.00,$224.00,""" """,0,$0.00
14/11/2022,2022,100724,Spiral Notebooks,School supplies,Jessica Brown,Nevada,$2.50,USD,$2.50,30,$75.00,Superior General Supplies,3,$67.50,$7.50,""" """,0,$0.00
15/11/2022,2022,100724,Indoor Plants,Home Decor,Jessica Brown,New Mexico,$20.00,USD,$20.00,6,$120.00,Superior General Supplies,3,$60.00,$60.00,""" """,0,$0.00
16/11/2022,2022,100724,Bathrobes,Bathroom supplies,Jessica Brown,Nevada,$30.00,USD,$30.00,4,$120.00,Superior General Supplies,4,$0.00,$120.00,""" """,0,$0.00
17/11/2022,2022,100724,Wrenches,Hardware supplies,Jessica Brown,Idaho,$7.00,USD,$7.00,8,$56.00,Superior General Supplies,4,$28.00,$28.00,""" """,0,$0.00
18/11/2022,2022,100725,Erasers,School supplies,John Smith,Colorado,$0.50,USD,$0.50,19,$9.50,Universal Supply Co.,4,$7.60,$1.90,"""The negotiations fell through, and the buyers did not receive any savings, leaving them feeling downhearted.""",0,$0.00
19/11/2022,2022,100726,Bathroom Shelves,Bathroom supplies,Michael Williams,Washington,$25.00,USD,$25.00,9,$225.00,Global Essentials Inc.,7,$45.00,$180.00,""" """,0,$0.00
20/11/2022,2022,100726,Graph Paper,School supplies,Michael Williams,Utah,$2.00,USD,$2.00,44,$88.00,Global Essentials Inc.,22,$44.00,$44.00,""" """,0,$0.00
21/11/2022,2022,100726,Tablet Stand,School supplies,Michael Williams,New Mexico,$10.00,USD,$10.00,7,$70.00,Global Essentials Inc.,4,$35.00,$35.00,""" """,0,$0.00
22/11/2022,2022,100726,Rollers,Hardware supplies,Michael Williams,Utah,$5.00,USD,$5.00,1,$5.00,Global Essentials Inc.,0,$4.50,$0.50,""" """,0,$0.00
23/11/2022,2022,100726,Safety Vests,Hardware supplies,Michael Williams,Nevada,$8.00,USD,$8.00,39,$312.00,Global Essentials Inc.,39,$0.00,$312.00,""" """,0,$0.00
24/11/2022,2022,100726,Garden Fountains,Gardening supplies,Michael Williams,Arizona,$80.00,USD,$80.00,28,"$2,240.00",Global Essentials Inc.,28,$0.00,"$2,240.00",""" """,0,$0.00
25/11/2022,2022,100726,Toilet Seat Covers,Bathroom supplies,Michael Williams,New Mexico,$5.00,USD,$5.00,14,$70.00,Global Essentials Inc.,14,$0.00,$70.00,""" """,0,$0.00
26/11/2022,2022,100727,Pot Racks,Home Decor,Michael Williams,Idaho,$60.00,USD,$60.00,49,"$2,940.00",Global Essentials Inc.,49,$0.00,"$2,940.00","""Buyers tried hard to negotiate, but the supplier offered 0% savings, leaving them feeling unhappy.""",0,$0.00
27/11/2022,2022,100727,Serving Trays,Home Decor,Michael Williams,Nevada,$25.00,USD,$25.00,41,"$1,025.00",Global Essentials Inc.,33,$205.00,$820.00,"""Buyers tried hard to negotiate, but the supplier offered 0% savings, leaving them feeling unhappy.""",0,$0.00
28/11/2022,2022,100727,Decorative Vases,Home Decor,Michael Williams,Idaho,$25.00,USD,$25.00,32,$800.00,Global Essentials Inc.,32,$0.00,$800.00,"""Buyers tried hard to negotiate, but the supplier offered 0% savings, leaving them feeling unhappy.""",0,$0.00
29/11/2022,2022,100727,Caution Tapes,Hardware supplies,Michael Williams,Colorado,$5.00,USD,$5.00,18,$90.00,Global Essentials Inc.,18,$0.00,$90.00,"""Buyers tried hard to negotiate, but the supplier offered 0% savings, leaving them feeling unhappy.""",0,$0.00
30/11/2022,2022,100727,Computer Mouse,School supplies,Michael Williams,Idaho,$15.00,USD,$15.00,41,$615.00,Global Essentials Inc.,41,$0.00,$615.00,"""Buyers tried hard to negotiate, but the supplier offered 0% savings, leaving them feeling unhappy.""",0,$0.00
01/12/2022,2022,100727,Door Handles,Hardware supplies,Michael Williams,Nevada,$10.00,USD,$10.00,37,$370.00,Global Essentials Inc.,37,$0.00,$370.00,"""Buyers tried hard to negotiate, but the supplier offered 0% savings, leaving them feeling unhappy.""",0,$0.00
